y,rho,u1,u2,T,p
-0.161689,0.947685,0.749976,-1.50772,1.01194,11.5463
-0.162687,0.947684,0.749908,-1.5077,1.01194,11.5463
-0.163685,0.947684,0.749839,-1.50768,1.01194,11.5463
-0.164682,0.947683,0.749768,-1.50766,1.01194,11.5462
-0.16568,0.947682,0.749696,-1.50763,1.01194,11.5462
-0.166678,0.947682,0.749622,-1.5076,1.01194,11.5462
-0.167675,0.947681,0.749546,-1.50757,1.01194,11.5462
-0.168673,0.94768,0.749469,-1.50753,1.01194,11.5462
-0.16967,0.94768,0.749389,-1.5075,1.01194,11.5462
-0.170668,0.947679,0.749307,-1.50745,1.01194,11.5462
-0.171666,0.947679,0.749223,-1.50741,1.01194,11.5462
-0.172663,0.947678,0.749136,-1.50736,1.01194,11.5462
-0.173661,0.947677,0.749049,-1.50732,1.01194,11.5462
-0.174659,0.947677,0.748961,-1.50727,1.01194,11.5462
-0.175656,0.947676,0.748875,-1.50723,1.01194,11.5462
-0.176654,0.947676,0.748791,-1.50719,1.01194,11.5462
-0.177651,0.947675,0.748709,-1.50715,1.01194,11.5462
-0.178649,0.947675,0.748631,-1.50713,1.01194,11.5462
-0.179647,0.947674,0.748554,-1.5071,1.01194,11.5462
-0.180644,0.947674,0.748479,-1.50708,1.01194,11.5462
-0.181642,0.947674,0.748404,-1.50705,1.01194,11.5462
-0.182639,0.947673,0.74833,-1.50703,1.01194,11.5462
-0.183637,0.947673,0.748256,-1.50701,1.01194,11.5461
-0.184635,0.947673,0.748183,-1.50699,1.01194,11.5461
-0.185632,0.947672,0.74811,-1.50698,1.01194,11.5461
-0.18663,0.947672,0.748039,-1.50696,1.01194,11.5461
-0.187628,0.947671,0.74797,-1.50695,1.01194,11.5462
-0.188625,0.947671,0.747903,-1.50694,1.01194,11.5462
-0.189623,0.94767,0.747838,-1.50693,1.01194,11.5462
-0.19062,0.947669,0.747776,-1.50693,1.01194,11.5462
-0.191618,0.947668,0.747716,-1.50693,1.01194,11.5462
-0.192616,0.947667,0.747656,-1.50693,1.01195,11.5462
-0.193613,0.947666,0.747595,-1.50693,1.01195,11.5462
-0.194611,0.947665,0.747531,-1.50693,1.01195,11.5462
-0.195609,0.947664,0.747463,-1.50692,1.01195,11.5462
-0.196606,0.947662,0.747393,-1.5069,1.01195,11.5462
-0.197604,0.947661,0.747322,-1.50689,1.01195,11.5462
-0.198601,0.94766,0.747251,-1.50687,1.01195,11.5462
-0.199599,0.947659,0.747182,-1.50686,1.01196,11.5462
-0.200597,0.947658,0.747116,-1.50685,1.01196,11.5462
-0.201594,0.947656,0.747051,-1.50685,1.01196,11.5462
-0.202592,0.947655,0.746987,-1.50684,1.01196,11.5462
-0.20359,0.947654,0.746922,-1.50683,1.01196,11.5462
-0.204587,0.947652,0.746854,-1.50682,1.01196,11.5462
-0.205585,0.94765,0.746787,-1.50681,1.01197,11.5462
-0.206583,0.947649,0.746719,-1.5068,1.01197,11.5462
-0.20758,0.947647,0.746652,-1.50679,1.01197,11.5462
-0.208578,0.947645,0.746587,-1.50678,1.01197,11.5462
-0.209575,0.947644,0.746522,-1.50678,1.01198,11.5462
-0.210573,0.947642,0.74646,-1.50677,1.01198,11.5462
-0.211571,0.94764,0.746398,-1.50677,1.01198,11.5462
-0.212568,0.947638,0.746336,-1.50677,1.01198,11.5462
-0.213566,0.947637,0.746273,-1.50677,1.01199,11.5462
-0.214564,0.947635,0.74621,-1.50676,1.01199,11.5463
-0.215561,0.947633,0.746147,-1.50676,1.01199,11.5463
-0.216559,0.947631,0.746082,-1.50675,1.01199,11.5463
-0.217556,0.947629,0.746016,-1.50675,1.012,11.5463
-0.218554,0.947627,0.745947,-1.50673,1.012,11.5463
-0.219552,0.947625,0.745874,-1.50672,1.01201,11.5463
-0.220549,0.947623,0.745798,-1.50669,1.01201,11.5463
-0.221547,0.947621,0.74572,-1.50667,1.01201,11.5464
-0.222545,0.947619,0.74564,-1.50664,1.01202,11.5464
-0.223542,0.947616,0.745558,-1.50661,1.01202,11.5464
-0.22454,0.947613,0.745474,-1.50658,1.01203,11.5464
-0.225537,0.94761,0.745389,-1.50655,1.01203,11.5464
-0.226535,0.947607,0.745302,-1.50651,1.01204,11.5465
-0.227533,0.947603,0.745212,-1.50646,1.01204,11.5465
-0.22853,0.947599,0.745118,-1.50641,1.01205,11.5465
-0.229528,0.947594,0.745018,-1.50635,1.01205,11.5465
-0.230525,0.947589,0.744913,-1.50628,1.01206,11.5465
-0.231523,0.947584,0.744803,-1.5062,1.01207,11.5465
-0.232521,0.947578,0.744688,-1.50611,1.01208,11.5466
-0.233518,0.947572,0.744569,-1.50602,1.01208,11.5466
-0.234516,0.947566,0.744448,-1.50592,1.01209,11.5466
-0.235514,0.94756,0.744323,-1.50581,1.0121,11.5466
-0.236511,0.947554,0.744195,-1.5057,1.01211,11.5466
-0.237509,0.947547,0.744064,-1.50558,1.01212,11.5466
-0.238506,0.947541,0.743932,-1.50546,1.01212,11.5466
-0.239504,0.947535,0.7438,-1.50534,1.01213,11.5467
-0.240502,0.947528,0.743671,-1.50522,1.01214,11.5467
-0.241499,0.947521,0.743542,-1.50511,1.01215,11.5467
-0.242497,0.947515,0.743414,-1.50499,1.01216,11.5467
-0.243495,0.947508,0.743287,-1.50487,1.01216,11.5467
-0.244492,0.947501,0.743159,-1.50475,1.01217,11.5467
-0.24549,0.947493,0.74303,-1.50463,1.01218,11.5467
-0.246487,0.947485,0.742901,-1.50451,1.01219,11.5467
-0.247485,0.947477,0.742771,-1.50438,1.0122,11.5467
-0.248483,0.947468,0.742637,-1.50425,1.01221,11.5467
-0.24948,0.947459,0.742498,-1.50411,1.01222,11.5468
-0.250478,0.94745,0.742355,-1.50396,1.01223,11.5468
-0.251476,0.94744,0.742207,-1.5038,1.01224,11.5468
-0.252473,0.94743,0.742055,-1.50364,1.01225,11.5468
-0.253471,0.94742,0.741899,-1.50347,1.01227,11.5468
-0.254469,0.94741,0.741741,-1.50329,1.01228,11.5468
-0.255466,0.9474,0.741582,-1.50311,1.01229,11.5468
-0.256464,0.94739,0.741422,-1.50293,1.0123,11.5468
-0.257461,0.94738,0.74126,-1.50275,1.01231,11.5468
-0.258459,0.94737,0.741095,-1.50256,1.01233,11.5469
-0.259457,0.947359,0.740927,-1.50236,1.01234,11.5469
-0.260454,0.947348,0.740753,-1.50215,1.01235,11.5469
-0.261452,0.947337,0.740571,-1.50193,1.01236,11.5469
-0.26245,0.947325,0.740381,-1.50169,1.01238,11.5469
-0.263447,0.947313,0.740182,-1.50144,1.01239,11.5469
-0.264445,0.9473,0.739973,-1.50117,1.01241,11.5469
-0.265442,0.947288,0.739756,-1.50089,1.01242,11.547
-0.26644,0.947275,0.739533,-1.50059,1.01244,11.547
-0.267438,0.947262,0.739308,-1.50029,1.01245,11.547
-0.268435,0.947249,0.739083,-1.49999,1.01247,11.547
-0.269433,0.947236,0.738858,-1.49969,1.01248,11.547
-0.270431,0.947222,0.738632,-1.49938,1.0125,11.547
-0.271428,0.947207,0.738401,-1.49906,1.01251,11.547
-0.272426,0.947192,0.738164,-1.49873,1.01253,11.5471
-0.273423,0.947177,0.737918,-1.49839,1.01255,11.5471
-0.274421,0.947161,0.737663,-1.49802,1.01257,11.5471
-0.275419,0.947145,0.737399,-1.49764,1.01259,11.5471
-0.276416,0.947129,0.737128,-1.49725,1.0126,11.5471
-0.277414,0.947113,0.736855,-1.49685,1.01262,11.5471
-0.278412,0.947097,0.736582,-1.49645,1.01264,11.5471
-0.279409,0.947081,0.73631,-1.49604,1.01266,11.5471
-0.280407,0.947065,0.73604,-1.49564,1.01268,11.5471
-0.281404,0.947048,0.73577,-1.49523,1.01269,11.5471
-0.282402,0.947032,0.735501,-1.49482,1.01271,11.5472
-0.2834,0.947015,0.735232,-1.49442,1.01273,11.5472
-0.284397,0.946998,0.734964,-1.49401,1.01275,11.5472
-0.285395,0.946981,0.734697,-1.4936,1.01277,11.5472
-0.286393,0.946963,0.73443,-1.49319,1.01279,11.5472
-0.28739,0.946946,0.734162,-1.49278,1.01281,11.5472
-0.288388,0.946928,0.733892,-1.49237,1.01283,11.5472
-0.289385,0.946911,0.733622,-1.49195,1.01285,11.5473
-0.290383,0.946893,0.733351,-1.49154,1.01287,11.5473
-0.291381,0.946875,0.73308,-1.49112,1.01289,11.5473
-0.292378,0.946857,0.732808,-1.49071,1.01291,11.5473
-0.293376,0.946838,0.732536,-1.49029,1.01293,11.5473
-0.294374,0.946819,0.732263,-1.48987,1.01295,11.5473
-0.295371,0.946801,0.73199,-1.48945,1.01298,11.5473
-0.296369,0.946782,0.731716,-1.48902,1.013,11.5474
-0.297366,0.946764,0.731443,-1.48859,1.01302,11.5474
-0.298364,0.946745,0.731168,-1.48816,1.01304,11.5474
-0.299362,0.946727,0.730893,-1.48772,1.01306,11.5474
-0.300359,0.946708,0.730615,-1.48728,1.01308,11.5474
-0.301357,0.94669,0.730336,-1.48683,1.0131,11.5474
-0.302355,0.946671,0.730055,-1.48637,1.01312,11.5474
-0.303352,0.946652,0.72977,-1.48591,1.01314,11.5474
-0.30435,0.946633,0.72948,-1.48543,1.01317,11.5475
-0.305347,0.946614,0.729183,-1.48493,1.01319,11.5475
-0.306345,0.946593,0.728871,-1.48441,1.01321,11.5475
-0.307343,0.946572,0.728546,-1.48387,1.01323,11.5475
-0.30834,0.946551,0.728207,-1.48329,1.01326,11.5475
-0.309338,0.946529,0.727858,-1.4827,1.01328,11.5475
-0.310335,0.946508,0.727502,-1.48209,1.01331,11.5476
-0.311333,0.946487,0.727139,-1.48147,1.01333,11.5476
-0.312331,0.946466,0.726771,-1.48083,1.01335,11.5476
-0.313328,0.946446,0.726396,-1.48018,1.01338,11.5476
-0.314326,0.946426,0.726016,-1.47951,1.0134,11.5476
-0.315324,0.946406,0.725632,-1.47884,1.01342,11.5476
-0.316321,0.946387,0.725247,-1.47816,1.01345,11.5477
-0.317319,0.946368,0.724862,-1.47749,1.01347,11.5477
-0.318316,0.946349,0.724479,-1.47681,1.01349,11.5477
-0.319314,0.946331,0.724098,-1.47613,1.01351,11.5477
-0.320312,0.946312,0.723719,-1.47546,1.01354,11.5478
-0.321309,0.946294,0.723342,-1.47478,1.01356,11.5478
-0.322307,0.946277,0.722965,-1.4741,1.01358,11.5478
-0.323305,0.946259,0.722588,-1.47342,1.0136,11.5478
-0.324302,0.946242,0.722207,-1.47273,1.01362,11.5479
-0.3253,0.946226,0.721818,-1.47202,1.01364,11.5479
-0.326297,0.94621,0.721417,-1.47129,1.01366,11.548
-0.327295,0.946194,0.721004,-1.47054,1.01368,11.548
-0.328293,0.946179,0.720581,-1.46977,1.0137,11.548
-0.32929,0.946164,0.720153,-1.46899,1.01372,11.5481
-0.330288,0.946148,0.71972,-1.46819,1.01374,11.5481
-0.331286,0.946132,0.719283,-1.46739,1.01376,11.5481
-0.332283,0.946116,0.718842,-1.46657,1.01378,11.5482
-0.333281,0.9461,0.718395,-1.46575,1.0138,11.5482
-0.334278,0.946084,0.717945,-1.46491,1.01382,11.5483
-0.335276,0.946067,0.717494,-1.46407,1.01384,11.5483
-0.336274,0.946051,0.717045,-1.46324,1.01387,11.5483
-0.337271,0.946036,0.716602,-1.46241,1.01389,11.5484
-0.338269,0.946021,0.716164,-1.46159,1.01391,11.5484
-0.339267,0.946006,0.715734,-1.46079,1.01393,11.5485
-0.340264,0.945991,0.715308,-1.45999,1.01395,11.5485
-0.341262,0.945976,0.714886,-1.45919,1.01397,11.5486
-0.342259,0.945961,0.714466,-1.4584,1.01399,11.5486
-0.343257,0.945947,0.714046,-1.45761,1.01401,11.5487
-0.344255,0.945932,0.713628,-1.45682,1.01403,11.5487
-0.345252,0.945918,0.713212,-1.45603,1.01405,11.5488
-0.34625,0.945904,0.712801,-1.45525,1.01407,11.5488
-0.347248,0.945891,0.712396,-1.45448,1.01408,11.5489
-0.348245,0.945877,0.711998,-1.45372,1.0141,11.5489
-0.349243,0.945864,0.711606,-1.45297,1.01412,11.549
-0.35024,0.945851,0.711219,-1.45223,1.01414,11.549
-0.351238,0.945839,0.71084,-1.4515,1.01416,11.5491
-0.352236,0.945826,0.710468,-1.45078,1.01418,11.5492
-0.353233,0.945814,0.710104,-1.45006,1.0142,11.5492
-0.354231,0.945802,0.709745,-1.44936,1.01421,11.5493
-0.355229,0.945791,0.709389,-1.44865,1.01423,11.5493
-0.356226,0.945779,0.709035,-1.44795,1.01425,11.5494
-0.357224,0.945767,0.708678,-1.44724,1.01427,11.5495
-0.358222,0.945755,0.70832,-1.44652,1.01429,11.5495
-0.359219,0.945743,0.707958,-1.4458,1.01431,11.5496
-0.360217,0.945731,0.707596,-1.44507,1.01432,11.5496
-0.361214,0.945719,0.707234,-1.44434,1.01434,11.5497
-0.362212,0.945707,0.706871,-1.44361,1.01436,11.5498
-0.36321,0.945695,0.706507,-1.44287,1.01438,11.5498
-0.364207,0.945683,0.706143,-1.44214,1.0144,11.5499
-0.365205,0.945671,0.705781,-1.44141,1.01442,11.55
-0.366203,0.945659,0.70542,-1.44068,1.01443,11.55
-0.3672,0.945647,0.705064,-1.43995,1.01445,11.5501
-0.368198,0.945636,0.704712,-1.43923,1.01447,11.5502
-0.369195,0.945625,0.704364,-1.43852,1.01449,11.5502
-0.370193,0.945615,0.704019,-1.4378,1.0145,11.5503
-0.371191,0.945605,0.703677,-1.4371,1.01452,11.5504
-0.372188,0.945596,0.703334,-1.43639,1.01454,11.5504
-0.373186,0.945586,0.70299,-1.43567,1.01455,11.5505
-0.374184,0.945577,0.702643,-1.43496,1.01457,11.5506
-0.375181,0.945567,0.702296,-1.43424,1.01459,11.5506
-0.376179,0.945558,0.701948,-1.43351,1.0146,11.5507
-0.377176,0.945548,0.701598,-1.43279,1.01462,11.5508
-0.378174,0.945538,0.701248,-1.43206,1.01463,11.5508
-0.379172,0.945528,0.700897,-1.43134,1.01465,11.5509
-0.380169,0.945517,0.700544,-1.4306,1.01467,11.551
